indp_code,description,indp_seasonal_index,indp_peak_quarter,indp_peak_excess,median_annual_wage,pct_female,mean_weeks_worked,n_naics6_mapped,total_qwi_emp,n_pums_records,thin_pums_sample,member_naics6
2790,Cutlery and handtool manufacturing,,,,46400.0,0.27698294342436386,50.880603970547114,2,892.9496278635845,460,False,332215;332216
2880,"Machine shops; turned product; screw, nut, and bolt manufacturing",,,,50000.0,0.17157396621555498,49.971885230117465,3,7222.4630412253355,3417,False,332710;332721;332722
2890,"Coating, engraving, heat treating, and allied activities",,,,47000.0,0.2085061521175214,50.284662015009225,3,2804.681191912364,709,False,332811;332812;332813
2970,Ordnance,,,,50000.0,0.24872209026128267,50.374764845605704,3,2328.437997519342,524,False,332992;332993;332994
3070,Agricultural implement manufacturing,,,,56000.0,0.21227023771972586,49.91823903879792,2,2299.3617240075614,1596,False,333111;333112
3080,"Construction, and mining and oil and gas field machinery manufacturing",,,,62000.0,0.19284093623119178,50.20473489371865,3,4105.850608061876,1776,False,333120;333131;333132
3095,Commercial and service industry machinery manufacturing,,,,58000.0,0.27003086833982015,50.58921926282012,1,1858.614090431125,836,False,333310
3180,"Engine, turbine, and power transmission equipment manufacturing",,,,68000.0,0.20463354015676868,50.80476910509759,4,2964.827135931777,584,False,333611;333612;333613;333618
3365,Computer and peripheral equipment manufacturing,,,,105000.0,0.2752830624663021,50.91318454902565,3,4321.260135891894,1088,False,334111;334112;334118
3370,"Communications, audio, and video equipment manufacturing",,,,88000.0,0.23878589952934395,50.61782555164555,4,2747.9466282151648,1203,False,334210;334220;334290;334310
3470,Household appliance manufacturing,,,,47500.0,0.36466652138800937,50.38977836458961,2,2499.150638535254,736,False,335210;335220
3580,"Aircraft, aircraft engine, and aircraft parts manufacturing",,,,87000.0,0.23611982937466752,50.484358800574846,3,10475.804921794126,9237,False,336411;336412;336413
3590,Guided missile and space vehicle and parts manufacturing,,,,86000.0,0.25225854673079423,50.637056414922654,3,8843.154894245803,619,False,336414;336415;336419
3670,Railroad rolling stock manufacturing,,,,60000.0,0.1649122807017544,50.40270144387517,1,736.4727272727273,318,False,336510
3680,Ship and boat building,,,,60000.0,0.18192180109792155,50.38354676395661,2,4456.2280344641895,1933,False,336611;336612
3690,Other transportation equipment manufacturing,,,,50000.0,0.2567182213629773,49.971072982116965,3,1298.2797290281178,390,False,336991;336992;336999
3770,Sawmills and wood preservation,,,,48000.0,0.1275270960315805,49.41660293401933,2,2061.654029455257,1489,False,321113;321114
3780,"Veneer, plywood, and engineered wood product manufacturing",,,,50000.0,0.12736440291704648,50.01253418413856,4,2742.1517491957416,359,False,321211;321212;321215;321219
3790,Manufactured home (mobile home) and prefabricated wood building manufacturing,,,,40000.0,0.27830645161290324,49.99663978494624,2,1486.9538681517158,410,False,321991;321992
3970,"Sporting and athletic goods, and doll, toy and game manufacturing",,,,45000.0,0.3498979571618221,48.496572153202955,2,1230.8475846997658,990,False,339920;339930
4070,Motor vehicle and motor vehicle parts and supplies merchant wholesalers,,,,45000.0,0.2105192795183077,49.80891706644865,4,6986.878091372593,1911,False,423110;423120;423130;423140
4080,Furniture and home furnishing merchant wholesalers,,,,49000.0,0.40110675780021166,50.19160923156119,2,2260.757284533333,650,False,423210;423220
4090,Lumber and other construction materials merchant wholesalers,,,,58000.0,0.21825291321630752,50.76930958232551,4,5013.447214655478,1533,False,423310;423320;423330;423390
4180,"Metal and mineral, except petroleum, merchant wholesalers",,,,57000.0,0.28383684590111385,50.85947057723642,2,2564.4213398584225,375,False,423510;423520
4195,Household appliances and electrical and electronic goods merchant wholesalers,,,,60000.0,0.290127652343833,50.391230007858795,3,7096.1290469899195,1871,False,423610;423620;423690
4265,"Hardware, and plumbing and heating equipment, and supplies merchant wholesalers",,,,56000.0,0.2473311519138283,49.98991799897146,4,5768.630263857116,1694,False,423710;423720;423730;423740
4280,Recyclable material merchant wholesalers,,,,40000.0,0.214330720199282,50.083888929591915,1,1975.1112255406797,657,False,423930
4290,"Miscellaneous durable goods, except recyclable material, merchant wholesalers",,,,50000.0,0.3524591862103257,50.51214054860363,4,4085.1583135650103,960,False,423910;423920;423940;423990
4370,Paper and paper product merchant wholesalers,,,,55000.0,0.34678594323678535,50.93338772655749,3,2474.551624024738,343,False,424110;424120;424130
4380,"Drugs, druggists' sundries, and chemical and allied products merchant  wholesalers",,,,72000.0,0.46900018618506795,50.39734150290844,3,7854.596143643305,1735,False,424210;424610;424690
4390,"Apparel, piece goods, and notions merchant wholesalers",,,,45000.0,0.5267346771326205,49.84143350746201,3,2916.159742785651,1072,False,424310;424340;424350
4480,Farm product raw material merchant wholesalers,,,,49700.0,0.2558221161439778,49.42503641564732,3,1615.956481437215,735,False,424510;424520;424590
4490,Petroleum and petroleum products merchant wholesalers,,,,75000.0,0.3006243035001738,50.70031035433118,2,1999.3056742265985,872,False,424710;424720
4560,"Beer, wine, and distilled alcoholic beverage merchant wholesalers",,,,60000.0,0.26295827011887096,50.64697987696104,2,4079.599669755068,1111,False,424810;424820
4570,Farm supplies merchant wholesalers,,,,52000.0,0.29421725313725033,49.961285982695834,1,2344.231943031536,524,False,424910
4585,Wholesale trade agents and brokers,,,,50000.0,0.33773130001331225,50.64360199387637,1,10167.858728557014,648,False,425120
4670,Automobile dealers,,,,50000.0,0.226110565944436,49.66589959411957,2,25268.74463725011,11910,False,441110;441120
4681,Other motor vehicle dealers,,,,43200.0,0.2622416127893436,49.13526501319929,3,3402.3939846258804,1869,False,441210;441222;441227
4691,"Automotive parts, accessories, and tire retailers",,,,32000.0,0.1844769403824522,48.838958964648995,2,11110.180625630675,4823,False,441330;441340
4771,Furniture and home furnishings retailers,,,,40000.0,0.4869062213278437,48.93744361945736,4,9003.645945306926,4921,False,449110;449121;449122;449129
4796,Electronics and appliance retailers,,,,48000.0,0.31242004234083803,49.36864579444035,1,8715.079717457114,4820,False,449210
4871,"Building material and supplies dealers, except hardware retailers",,,,36000.0,0.3286919816528459,48.93081071574101,3,20651.294651866803,11092,False,444110;444120;444180
4881,Hardware retailers,,,,30000.0,0.31296569080063386,47.906666437623734,1,3257.3521695257314,2380,False,444140
4891,Lawn and garden equipment and supplies retailers,,,,34000.0,0.3628992400203425,47.802240543231456,2,3451.67294216434,3262,False,444230;444240
4971,Supermarkets and other grocery (except convenience) retailers,,,,24800.0,0.4637569600682606,46.91341510995723,1,51140.12815338042,25988,False,445110
4973,Convenience retailers and vending machine operators,,,,24700.0,0.5376668340358949,47.62587722883266,2,3973.4778149962403,3399,False,445131;445132
4991,"Beer, wine, and liquor retailers",,,,35000.0,0.3581752507531638,48.435977200969425,1,3515.2381432896063,1827,False,445320
5071,Pharmacies and drug retailers,,,,37000.0,0.6694321726932015,48.3983668683654,1,14934.091826437942,9048,False,456110
5081,"Health and personal care, except pharmacies and drug, retailers",,,,35000.0,0.6751611030422967,47.96252726841377,4,7041.884964682138,4820,False,456120;456130;456191;456199
5090,Gasoline stations,,,,24400.0,0.48685243289498276,46.85311746943513,2,18614.199798183654,4907,False,457110;457120
5171,Clothing and clothing accessories retailers,,,,20000.0,0.7202987854242375,45.49201891354827,1,17365.6316851665,8415,False,458110
5181,Shoe retailers,,,,23000.0,0.5625544267053701,45.25661052418402,1,3440.98385469223,1363,False,458210
5191,"Jewelry, luggage, and leather goods retailers",,,,35000.0,0.6819935104321864,48.49621049284204,2,2443.7426556102087,1664,False,458310;458320
5276,"Sporting goods, and hobby, toy, and game retailers",,,,25000.0,0.4111357173209558,45.99069640113751,2,8241.055499495458,4698,False,459110;459120
5281,"Sewing, needlework, and piece goods retailers",,,,15000.0,0.7258519134174105,46.60405449354967,1,707.4075203252032,552,False,459130
5296,Musical instrument and supplies retailers,,,,32000.0,0.2609143508372052,49.13478565792934,1,681.4723360655738,449,False,459140
5371,Book retailers and news dealers,,,,20000.0,0.5993533155409567,46.328474645863274,1,1456.1725529767912,1035,False,459210
5382,Department stores,,,,25000.0,0.7078728006149043,46.453336987803205,1,19205.09485368315,3170,False,455110
5392,"Warehouse clubs, supercenters, and other general merchandise retailers",,,,28000.0,0.5137028177467138,47.20622826541237,2,42525.637739656915,27232,False,455211;455219
5471,Florists,,,,20000.0,0.7246240698502472,46.51421671328166,1,1208.3370332996972,986,False,459310
5481,Office supplies and stationery retailers,,,,40000.0,0.4247621310466234,49.0516777726178,1,1591.1412714429869,924,False,459410
5491,Used merchandise retailers,,,,16000.0,0.6173103299942527,46.25903085564382,1,3530.0494450050455,2793,False,459510
5571,"Gift, novelty, and souvenir retailers",,,,17000.0,0.7179176596914857,45.50382369117146,1,2600.3440968718464,1578,False,459420
5680,Fuel dealers,,,,50000.0,0.2561234307440852,50.445546964656245,1,1444.4593202883625,1018,False,457210
6080,Rail transportation,,,,80000.0,0.10515272232817381,51.09248921538388,2,46.06516853932584,2240,False,482111;482112
6190,Taxi and limousine service,,,,20000.0,0.15868857215135235,46.40936567382009,2,1228.7272138156234,4340,False,485310;485320
6270,Pipeline transportation,,,,90000.0,0.12331211834523093,50.064784553195146,4,1511.0150363272617,492,False,486110;486210;486910;486990
6280,Scenic and sightseeing transportation,,,,31300.0,0.35735785166721534,45.33066829704181,3,742.5224781464486,389,False,487110;487210;487990
6370,Postal Service,,,,58000.0,0.43393977477179196,50.285770440805386,1,168.30331753554503,6844,False,491110
6380,Couriers and messengers,,,,30000.0,0.2739443301817689,46.49476172973706,2,20076.141271442986,12758,False,492110;492210
6390,Warehousing and storage,,,,35000.0,0.35407175605851104,48.57811021759697,4,32900.92991207871,8785,False,493110;493120;493130;493190
6471,Newspaper publishers,,,,42000.0,0.47181444228169256,49.302058662780105,1,2175.1977800201817,1155,False,513110
6490,Software publishers,,,,116000.0,0.36684462990805233,50.65294610986673,1,11354.670030272451,2024,False,513210
6590,Sound recording industries,,,,44000.0,0.23320523880479962,49.08644027919379,4,570.6517318326007,560,False,512230;512240;512250;512290
6671,Broadcasting and content providers,,,,70000.0,0.3945639920551538,49.55818487871839,3,7296.13574329459,5029,False,516110;516120;516210
6680,Wired telecommunications carriers,,,,75000.0,0.3092525719353147,50.63352959484291,1,9681.467204843593,4547,False,517111
6690,"Telecommunications, except wired telecommunications carriers",,,,75000.0,0.29777055638192484,50.46939592569106,4,3726.671042464511,3321,False,517112;517121;517410;517810
6695,"Computing infrastructure providers, data processing, web hosting, and related services",,,,102000.0,0.37114385452183796,50.07410293878876,1,8224.225025227044,2441,False,518210
6770,Libraries and archives,,,,32000.0,0.7635607461575648,48.570740709478905,1,2939.4493927125504,2973,False,519210
6781,Web search portals and all other information services,,,,200000.0,0.36722076123726866,50.64821776706164,1,3136.3551967709386,1579,False,519290
6871,"Monetary authorities-central bank, and commercial banking",,,,70000.0,0.578938014965299,50.73867213046626,2,27961.646877275227,18039,False,521110;522110
6881,"Credit unions, and savings institutions and other depository credit intermediation",,,,52000.0,0.6795614622325731,50.68108894273834,2,7526.254288597376,4229,False,522130;522180
6992,"Agencies, brokerages, and other insurance related activities",,,,62000.0,0.5754574923918723,50.320953113068875,4,25076.967709384462,11487,False,524210;524291;524292;524298
7072,Activities related to real estate,,,,48000.0,0.480838521459292,49.38092774720042,4,15293.906155398588,4726,False,531311;531312;531320;531390
7080,Automotive equipment rental and leasing,,,,40000.0,0.27679240713618486,48.566777761120015,3,4097.018835752136,1502,False,532111;532112;532120
7270,Legal services,,,,68000.0,0.5733497102912258,49.69388839939549,3,23187.241125641387,17502,False,541110;541191;541199
7280,"Accounting, tax preparation, bookkeeping, and payroll services",,,,54000.0,0.6224140821590461,48.58320234681661,4,21871.142280524724,12954,False,541211;541213;541214;541219
7370,Specialized design services,,,,40000.0,0.6174736348228571,47.706613106016874,4,2891.9600356715446,3769,False,541410;541420;541430;541490
